Frec. de muestreo 2
Tiendas de comida, Oficinas, Casas, Hospital, Gimnasios, Restaurants, Centros comerciales, Parques, Semáforo
0,0,652,0,0,0,0,0,0
0,0,598,0,0,0,0,0,0
0,0,624,1,0,0,0,0,0
0,0,601,2,0,0,0,0,0
0,0,612,4,0,0,0,0,0
0,0,608,0,1,0,0,0,0
0,0,611,1,1,0,0,0,0
0,0,600,2,0,0,0,0,0
0,4,608,2,0,0,0,0,0
1,5,578,1,0,0,0,0,0
5,5,589,1,0,0,0,0,0
4,5,571,1,0,0,0,0,0
9,6,576,2,0,0,0,0,0
4,8,570,0,0,0,0,0,0
8,8,577,0,0,1,1,0,0
4,7,552,0,0,0,2,0,0
14,7,562,1,0,0,2,1,0
5,9,533,0,0,0,2,1,0
8,9,547,3,0,0,3,1,0
5,10,523,2,0,0,2,0,0
11,10,535,4,0,2,2,1,0
7,9,477,0,0,2,2,2,0
13,10,493,5,0,2,4,3,0
6,9,447,3,0,1,3,4,0
15,10,463,6,0,2,4,9,0
5,9,422,3,0,1,3,6,0
12,11,436,8,0,1,4,9,0
5,12,421,4,0,1,4,5,0
8,17,444,8,0,1,4,7,0
0,19,470,2,0,0,0,0,0
0,22,508,2,0,0,0,0,0
0,21,538,2,0,0,0,0,0
0,26,571,3,0,0,0,0,0
0,0,588,2,0,0,0,0,0
0,0,606,4,0,0,0,0,0
0,0,611,0,0,0,0,0,0
0,0,618,0,0,0,0,0,0
0,0,623,0,0,0,0,0,0
0,0,628,1,0,0,0,0,0
0,0,640,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,527,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,567,1,0,0,0,0,0
0,0,624,0,0,0,0,0,0
0,0,581,1,0,0,0,0,0
0,0,613,8,0,0,0,0,0
0,1,609,2,0,0,0,0,0
0,1,616,3,0,0,0,0,0
0,1,602,2,0,0,0,0,0
2,2,610,2,0,0,0,0,0
1,4,585,0,0,1,0,0,0
4,4,588,0,0,1,0,0,0
3,3,580,0,0,1,0,0,0
4,3,588,1,1,1,1,0,0
0,3,569,0,0,1,1,1,0
5,4,578,0,0,1,3,3,0
0,4,553,0,0,0,1,3,0
4,4,562,0,1,0,2,4,0
5,3,529,0,0,0,2,2,0
8,3,534,4,0,0,2,2,0
3,4,506,1,0,0,2,1,0
8,4,524,2,0,1,2,3,0
3,7,473,0,0,2,3,4,0
13,11,489,3,0,2,3,6,0
8,11,423,3,0,2,3,7,0
15,12,442,6,0,2,3,11,0
8,9,380,3,0,2,1,5,0
21,10,400,4,0,4,3,14,0
9,11,384,3,0,2,1,6,0
12,12,427,3,0,4,1,9,0
0,16,467,1,0,1,0,0,0
0,19,501,4,0,1,0,0,0
0,19,533,1,0,0,0,0,0
0,20,567,2,0,0,0,0,0
0,0,586,1,0,0,0,0,0
0,0,606,2,0,0,0,0,0
0,0,613,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,630,0,0,0,0,0,0
0,0,635,0,0,0,0,0,0
0,0,639,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,1,0,0,0,0,0
0,0,649,2,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,617,1,0,0,0,0,0
0,0,617,7,0,0,0,0,0
0,0,600,9,0,0,0,0,0
0,0,601,11,0,0,0,1,0
0,0,603,5,0,0,0,0,0
0,0,609,10,0,0,0,0,0
1,1,598,3,1,0,0,0,0
2,2,505,2,0,0,0,0,0
7,3,583,1,0,0,0,0,0
7,4,533,1,0,0,0,0,0
5,4,573,1,0,0,0,1,0
4,3,506,0,0,0,1,4,0
5,6,560,1,0,0,1,5,0
1,5,529,0,0,0,0,4,0
4,9,546,1,0,0,1,4,0
6,8,526,2,0,0,1,3,0
9,10,540,3,0,0,1,6,0
5,9,507,2,0,0,0,3,0
9,10,519,3,0,0,1,4,0
2,8,465,4,0,0,1,4,0
6,9,482,5,0,0,3,6,0
6,10,423,2,0,0,2,3,0
18,11,447,1,0,0,3,6,0
15,8,396,6,0,1,4,4,0
29,8,433,5,0,2,5,5,0
9,9,423,2,0,3,3,2,0
15,9,461,3,0,4,3,5,0
0,9,488,2,0,2,0,0,0
0,9,521,1,0,2,0,0,0
0,9,542,1,0,0,0,0,0
0,12,568,2,0,0,0,0,0
0,0,582,2,0,0,0,0,0
0,0,594,4,0,0,0,0,0
0,0,607,2,0,0,0,0,0
0,0,615,1,0,0,0,0,0
0,0,621,0,0,0,0,0,0
0,0,625,1,0,0,0,0,0
0,0,636,0,0,0,0,0,0
0,0,645,1,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,1,0,0,0,0,0
0,0,625,0,0,0,0,0,0
0,0,625,1,0,0,0,0,0
0,0,610,2,0,0,0,0,0
0,0,610,9,0,0,0,1,0
0,0,613,3,0,0,0,0,0
0,0,618,4,0,0,0,0,0
0,0,605,0,0,0,0,0,0
0,0,611,1,0,0,0,0,0
2,2,588,0,0,0,0,0,0
9,3,593,0,0,1,1,1,0
4,5,574,0,0,1,1,1,0
9,5,584,0,0,1,1,1,0
4,5,564,0,0,0,1,0,0
8,6,578,2,0,0,1,0,0
5,6,563,2,0,1,1,0,0
8,6,571,3,0,1,2,1,0
7,7,546,1,0,1,1,2,0
13,8,562,3,0,2,1,3,0
7,8,519,0,0,1,1,0,0
14,8,531,3,0,1,1,2,0
12,8,484,0,0,2,1,2,0
12,8,328,0,0,3,1,1,0
19,8,431,0,0,2,1,4,0
9,12,273,3,0,3,2,9,0
12,13,401,6,0,2,5,11,0
10,10,240,3,1,2,2,4,0
12,16,403,2,1,3,2,6,0
7,13,295,1,0,2,0,0,0
0,15,471,2,0,1,0,0,0
0,16,502,2,0,0,0,0,0
0,18,549,3,0,0,0,0,0
0,0,566,0,0,0,0,0,0
0,0,592,2,0,0,0,0,0
0,0,603,2,0,0,0,0,0
0,0,614,1,0,0,0,0,0
0,0,620,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,641,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,1,0,0,0,0,0
0,0,647,1,0,0,0,0,0
0,0,649,1,0,0,0,0,0
0,0,606,0,0,0,0,0,0
0,0,625,1,0,0,0,0,0
0,0,605,2,0,0,0,0,0
0,0,619,3,0,0,0,0,0
0,1,617,2,0,0,0,0,0
0,2,624,2,0,0,0,0,0
0,2,603,1,0,0,0,0,0
1,2,607,4,0,0,0,0,0
1,3,586,2,0,0,0,0,0
4,3,594,2,1,0,0,0,0
3,3,576,1,0,0,0,0,0
10,4,582,1,0,0,0,0,0
7,3,565,1,0,1,0,0,0
9,4,576,2,1,1,0,0,0
5,3,552,2,0,1,0,1,0
8,5,562,3,0,1,1,3,0
3,4,538,0,0,1,1,0,0
4,5,547,0,1,3,2,0,0
3,6,518,1,0,2,1,0,0
6,6,531,2,1,3,1,3,0
4,8,490,0,0,3,0,0,0
14,12,504,7,0,3,1,0,0
11,12,450,2,0,3,1,2,0
21,14,466,5,0,3,2,5,0
6,13,411,5,0,1,4,4,0
15,14,436,9,0,3,4,5,0
7,16,427,3,0,4,2,3,0
9,19,460,3,0,4,2,5,0
0,17,496,2,0,0,0,0,0
0,17,535,4,0,1,0,0,0
0,17,555,1,0,0,0,0,0
0,19,578,1,0,0,0,0,0
0,0,587,0,0,0,0,0,0
0,0,602,1,0,0,0,0,0
0,0,613,0,0,0,0,0,0
0,0,620,0,0,0,0,0,0
0,0,623,0,0,0,0,0,0
0,0,628,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,649,1,0,0,0,0,0
0,0,647,2,0,0,0,0,0
0,0,647,1,0,0,0,0,0
0,0,619,0,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,592,0,0,0,0,0,0
0,0,614,1,0,0,0,0,0
0,0,584,3,0,0,0,0,0
0,0,602,8,0,0,0,0,0
0,1,603,5,0,0,0,0,0
0,2,609,6,0,0,0,0,0
0,2,589,2,0,0,0,0,0
3,3,595,3,0,0,0,0,0
3,3,573,0,0,0,0,0,0
5,5,584,1,0,0,1,0,0
3,5,571,0,0,0,0,2,0
7,6,578,2,0,1,0,3,0
2,6,565,1,0,1,1,4,0
2,6,569,1,0,2,1,6,0
1,8,556,0,0,1,2,2,0
3,9,568,1,0,2,2,3,0
1,9,540,0,0,1,1,1,0
4,12,552,2,0,1,2,2,0
4,9,526,0,0,0,1,4,0
11,11,533,2,0,1,2,4,0
3,9,471,0,1,2,1,6,0
18,9,480,2,1,3,1,9,0
15,11,427,2,0,3,2,10,0
23,11,446,3,0,3,2,12,0
5,13,381,3,0,1,1,7,0
20,15,410,5,1,3,1,10,0
7,16,383,4,0,2,2,5,0
15,19,417,7,0,3,3,7,0
0,18,455,2,0,1,0,0,0
