Frec. de muestreo 2
Tiendas de comida, Oficinas, Casas, Hospital, Gimnasios, Restaurants, Centros comerciales, Parques, Semáforo
0,0,610,2,1,0,0,0,0
0,0,575,3,0,0,0,0,0
0,0,611,4,0,0,0,0,0
0,0,599,2,0,0,0,0,0
3,0,608,2,0,0,0,0,0
1,2,561,1,0,0,0,0,0
1,3,587,1,0,0,0,0,0
3,3,565,1,0,1,0,0,0
11,4,576,2,0,1,0,1,0
2,4,566,0,0,1,0,0,0
3,5,574,1,0,1,0,1,0
3,7,550,2,0,2,0,1,0
5,8,556,3,0,1,1,1,0
0,7,531,1,0,3,1,1,0
7,7,538,2,0,3,1,2,0
5,8,500,2,0,2,1,1,0
12,9,515,4,0,2,2,1,0
5,9,458,0,0,4,1,0,0
14,10,476,0,0,4,2,1,0
7,10,424,1,0,4,4,1,0
12,11,438,7,0,5,5,1,0
8,10,402,4,0,4,5,1,0
14,10,433,6,0,5,6,5,0
3,9,431,0,0,2,4,4,0
5,11,479,0,0,3,6,6,0
0,14,506,1,0,0,0,0,0
0,16,537,4,0,0,0,0,0
0,17,558,2,0,0,0,0,0
0,17,577,3,0,0,0,0,0
0,1,586,1,0,0,0,0,0
0,0,599,2,0,0,0,0,0
0,0,607,0,0,0,0,0,0
0,0,615,0,0,0,0,0,0
0,0,625,0,0,0,0,0,0
0,0,630,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,646,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,628,0,0,0,0,0,0
0,0,628,1,0,0,0,0,0
0,0,615,2,0,0,0,0,0
0,0,615,7,0,0,0,0,0
0,0,603,3,0,0,0,0,0
0,0,608,8,1,0,0,0,0
1,0,592,3,0,0,0,0,0
4,1,598,4,0,0,1,0,0
3,3,575,1,0,0,1,0,0
6,4,586,1,0,0,2,1,0
4,4,574,0,0,0,1,1,0
6,5,581,0,0,1,1,1,0
4,5,571,1,0,1,1,1,0
9,6,585,2,0,2,1,2,0
5,7,561,1,0,1,0,2,0
10,7,571,2,0,2,1,3,0
4,7,535,1,0,1,2,1,0
8,7,547,3,2,1,2,4,0
14,5,509,1,0,1,1,1,0
11,4,340,2,0,0,2,2,0
12,6,466,2,0,0,2,8,0
6,8,393,2,0,0,1,9,0
11,9,418,2,0,2,1,10,0
8,12,371,2,1,0,0,6,0
17,14,399,2,0,0,0,9,0
3,14,390,1,0,0,2,6,0
11,14,423,3,1,0,3,13,0
0,14,454,3,0,1,0,0,0
0,16,486,5,0,0,0,0,0
0,12,518,2,0,0,0,0,0
0,15,543,4,0,0,0,0,0
0,0,565,2,0,0,0,0,0
0,0,593,2,0,0,0,0,0
0,0,607,1,0,0,0,0,0
0,0,615,0,0,0,0,0,0
0,0,626,0,0,0,0,0,0
0,0,632,0,0,0,0,0,0
0,0,640,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,1,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,622,5,0,1,0,0,0
0,0,619,5,0,0,0,0,0
0,0,621,8,0,0,0,2,0
0,0,616,4,0,0,0,1,0
0,0,619,7,0,0,0,1,0
0,3,611,3,0,0,0,1,0
1,4,492,2,0,0,0,0,0
3,7,591,0,0,0,0,0,0
4,6,568,0,0,0,0,2,0
7,6,585,1,0,0,0,3,0
4,6,558,0,0,0,0,3,0
3,6,577,1,0,0,0,3,0
1,7,540,1,0,0,1,1,0
5,7,557,1,0,0,1,3,0
0,8,522,1,0,1,2,2,0
7,7,534,0,0,2,1,2,0
5,7,493,0,0,2,0,2,0
6,7,511,1,0,1,0,2,0
3,7,455,4,0,0,0,0,0
11,8,476,3,0,0,1,0,0
4,9,428,1,0,0,1,1,0
16,13,449,3,0,2,1,5,0
10,14,396,3,0,1,1,8,0
19,13,428,5,0,1,5,10,0
9,9,397,2,0,1,6,6,0
12,11,448,4,0,1,6,10,0
1,11,464,1,0,0,0,1,0
0,12,502,3,0,0,0,0,0
0,10,532,3,0,1,0,0,0
0,10,573,4,0,1,0,0,0
0,0,594,2,0,0,0,0,0
0,0,608,2,0,0,0,0,0
0,0,621,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,638,0,0,0,0,0,0
0,0,643,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,623,0,0,0,0,0,0
0,0,624,3,0,0,0,0,0
0,0,616,5,0,0,0,0,0
0,0,617,7,0,0,0,0,0
0,0,614,1,0,0,0,0,0
0,0,618,2,0,0,0,1,0
0,1,612,0,0,0,0,0,0
2,3,615,3,0,0,0,0,0
5,3,602,0,0,0,0,0,0
7,7,607,1,0,1,0,0,0
4,7,583,0,0,1,1,0,0
9,7,589,0,0,2,1,0,0
6,7,568,1,0,1,1,0,0
13,8,574,3,0,1,1,0,0
6,8,553,2,0,2,0,0,0
14,8,560,4,0,4,1,1,0
5,10,533,0,0,2,1,0,0
7,11,542,1,0,3,1,2,0
4,10,518,1,0,4,1,3,0
9,10,529,4,1,4,1,3,0
6,10,463,1,0,4,0,4,0
16,11,476,4,2,4,1,5,0
8,8,401,3,2,1,1,7,0
18,10,425,8,3,0,1,8,0
8,13,383,3,1,1,0,4,0
19,14,406,8,1,3,1,7,0
8,12,406,6,0,3,1,5,0
14,13,440,8,1,3,2,11,0
0,13,473,2,0,1,0,0,0
0,14,519,3,0,1,0,0,0
0,12,543,2,0,0,0,0,0
0,12,578,3,0,0,0,0,0
0,0,595,1,0,0,0,0,0
0,0,605,5,0,0,0,0,0
0,0,614,0,0,0,0,0,0
0,0,626,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,635,0,0,0,0,0,0
0,0,642,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,525,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,519,0,0,0,0,0,0
0,0,618,0,0,0,0,0,0
0,0,518,4,0,0,0,0,0
0,0,615,9,0,0,0,0,0
0,0,604,1,0,0,0,0,0
0,0,617,1,0,0,0,0,0
0,0,600,0,0,0,0,0,0
0,2,608,0,0,0,0,0,0
0,2,593,0,0,0,0,0,0
4,4,599,0,0,0,0,1,0
1,5,579,2,0,1,0,1,0
5,6,583,4,0,1,0,2,0
2,7,574,0,0,0,0,1,0
3,9,583,1,0,0,0,3,0
3,8,559,1,0,0,0,2,0
7,8,566,3,0,0,1,3,0
6,8,540,2,0,0,1,4,0
7,10,549,6,0,0,1,5,0
3,10,506,4,1,0,1,5,0
7,12,521,5,0,1,1,5,0
4,12,467,2,0,0,1,5,0
10,14,485,4,1,1,2,5,0
3,13,444,1,0,2,2,3,0
11,13,473,6,0,3,3,7,0
7,14,400,2,0,2,2,6,0
16,15,419,12,2,4,2,7,0
10,15,403,4,0,4,1,7,0
16,18,427,5,0,4,1,9,0
0,15,459,1,0,3,0,0,0
0,17,501,3,0,3,0,0,0
0,16,532,2,0,0,0,0,0
0,17,557,2,0,0,0,0,0
0,0,578,1,0,0,0,0,0
0,0,599,0,0,0,0,0,0
0,0,615,1,0,0,0,0,0
0,0,622,1,0,0,0,0,0
0,0,633,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,643,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,648,1,0,0,0,0,0
0,0,648,1,0,0,0,0,0
0,0,646,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,613,0,0,0,0,0,0
0,0,617,5,0,0,0,0,0
0,0,602,6,0,0,0,0,0
0,0,604,13,0,0,0,0,0
0,0,601,3,1,0,0,1,0
0,0,544,2,0,1,0,2,0
1,0,589,2,0,0,0,2,0
0,1,557,1,0,0,0,0,0
6,1,572,1,0,0,0,0,0
2,4,564,0,0,0,0,0,0
5,4,576,1,0,0,0,0,0
2,4,565,0,0,0,0,1,0
5,4,576,0,0,1,1,1,0
3,5,552,0,0,1,1,2,0
3,5,561,3,0,2,1,2,0
1,5,537,2,0,1,2,3,0
4,7,551,1,1,1,2,4,0
3,6,529,0,1,1,1,1,0
9,6,539,1,0,1,2,2,0
4,8,486,2,0,2,2,4,0
11,8,502,2,0,3,3,5,0
7,7,440,0,0,1,1,2,0
13,8,462,0,0,1,2,3,0
6,8,398,0,1,1,2,1,0
15,9,422,5,1,3,2,5,0
10,8,390,4,0,3,1,4,0
14,9,419,8,0,5,1,7,0
1,9,451,2,0,1,0,0,0
0,10,496,5,0,1,0,0,0
0,11,533,0,0,0,0,0,0
0,11,564,1,0,0,0,0,0
0,0,585,0,0,0,0,0,0
0,0,602,3,0,0,0,0,0
0,0,612,0,0,0,0,0,0
0,0,624,0,0,0,0,0,0
0,0,627,0,0,0,0,0,0
0,0,632,1,0,0,0,0,0
0,0,638,0,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,625,0,0,0,0,0,0
0,0,625,3,0,0,0,0,0
0,0,613,5,0,0,0,0,0
0,0,615,8,0,0,0,0,0
0,0,611,5,0,0,0,0,0
0,0,616,7,0,1,0,1,0
0,2,601,2,0,0,0,1,0
3,3,604,2,0,0,0,2,0
2,3,581,0,0,0,0,1,0
3,3,586,2,1,1,0,3,0
6,3,562,0,0,1,0,1,0
10,3,572,3,0,2,1,1,0
6,3,559,2,0,2,1,1,0
8,3,570,2,0,4,1,1,0
6,3,559,1,0,3,0,3,0
8,6,570,2,0,3,0,3,0
3,5,546,1,0,2,0,4,0
7,6,556,1,0,2,0,4,0
9,8,518,1,0,2,1,2,0
14,8,528,3,1,2,2,4,0
17,9,472,3,0,0,2,4,0
13,9,315,7,0,0,3,3,0
12,10,426,6,0,0,4,6,0
6,9,362,2,0,2,3,7,0
10,11,404,4,0,2,4,8,0
5,11,390,1,0,1,2,4,0
11,12,426,2,0,2,2,7,0
0,12,454,1,0,0,0,1,0
0,15,498,4,0,0,0,0,0
0,14,527,3,0,0,0,0,0
0,15,560,6,0,0,0,0,0
0,0,574,2,0,0,0,0,0
0,0,598,3,0,0,0,0,0
0,0,607,0,0,0,0,0,0
0,0,621,1,0,0,0,0,0
0,0,630,0,0,0,0,0,0
0,0,636,0,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,624,0,0,0,0,0,0
0,0,626,3,0,0,0,0,0
0,0,615,5,0,0,0,0,0
0,0,615,6,0,0,0,1,0
0,1,612,3,0,0,0,0,0
0,1,617,6,0,0,0,0,0
0,1,603,2,0,0,0,0,0
2,4,611,2,0,0,0,0,0
